data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
3000.00, P_to_KBJ_1, 15.90, 15.90, 96.00
3000.00, P_to_KBJ_2, 63.36, 63.36, 68.00
3300.00, CMB_to_KBJ_001_1, 25.26, 13.70, 112.00
3300.00, CMB_to_KBJ_001_2, 22.75, 22.75, 79.00
3300.00, CMB_to_KBJ_001_3, 7.25, 7.25, 73.00
3300.00, MRT_to_KB_001_3, 7.25, 7.25, 3.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_2, 39.86, 34.86, 68.00
3300.00, MRT_to_KB_001.37_3, 39.26, 33.56, 68.00
3300.00, MRT_to_KB_001.37_4, 36.06, 30.36, 65.00
3300.00, P_to_KBJ_1, 3.00, 3.00, 1.00
3300.00, P_to_KBJ_2, 123.18, 99.22, 158.00
3600.00, CMB_to_KBJ_001_1, 11.05, 11.05, 23.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_5, 20.10, 20.10, 41.00
3600.00, P_to_KBJ_1, 127.43, 102.33, 57.00
3600.00, P_to_KBJ_2, 127.33, 101.87, 68.00
3900.00, :J1_0_2, 4.70, 4.70, 1.00
3900.00, :J37_0_0, 5.21, 5.21, 13.00
3900.00, CMB_to_KBJ_001_1, 27.46, 24.95, 125.00
3900.00, CMB_to_KBJ_001_2, 14.25, 14.25, 71.00
3900.00, CMB_to_KBJ_001_3, 14.40, 14.40, 68.00
3900.00, CMB_to_KBJ_001_4, 3.00, 3.00, 46.00
3900.00, MRT_to_KB_001_2, 8.59, 8.59, 3.00
3900.00, MRT_to_KB_001_3, 5.20, 5.20, 2.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3900.00, MRT_to_KB_001.37_2, 41.46, 31.21, 55.00
3900.00, MRT_to_KB_001.37_3, 41.46, 34.61, 59.00
3900.00, MRT_to_KB_001.37_4, 40.91, 31.81, 53.00
3900.00, P_to_KBJ_1, 131.72, 100.37, 100.00
3900.00, P_to_KBJ_2, 131.70, 99.49, 165.00
4200.00, CMB_to_KBJ_001_1, 3.55, 3.55, 19.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_5, 6.35, 6.35, 26.00
4200.00, MRT_to_KB_003_1, 34.46, 6.95, 6.00
4200.00, MRT_to_KB_003_2, 26.93, 26.93, 1.00
4200.00, MRT_to_KB_003_3, 34.19, 26.45, 3.00
4200.00, P_to_KBJ_1, 131.88, 40.46, 74.00
4200.00, P_to_KBJ_2, 129.68, 103.47, 56.00
4500.00, :J37_0_1, 5.47, 5.47, 1.00
4500.00, CMB_to_KBJ_001_1, 12.95, 12.95, 38.00
4500.00, CMB_to_KBJ_001_2, 27.71, 21.41, 74.00
4500.00, CMB_to_KBJ_001_3, 18.30, 18.30, 40.00
4500.00, CMB_to_KBJ_001_4, 5.20, 5.20, 33.00
4500.00, MRT_to_KB_001_3, 5.20, 10.99, 7.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
4500.00, MRT_to_KB_001.37_2, 40.31, 32.11, 53.00
4500.00, MRT_to_KB_001.37_3, 36.06, 32.71, 52.00
4500.00, MRT_to_KB_001.37_4, 34.01, 34.01, 49.00
4500.00, MRT_to_KB_001.37_5, 21.79, 21.79, 12.00
4500.00, P_to_KBJ_1, 130.00, 65.60, 101.00
4500.00, P_to_KBJ_2, 127.78, 102.17, 157.00
4800.00, P_to_KBJ_1, 85.38, 85.38, 46.00
4800.00, P_to_KBJ_2, 107.12, 100.82, 51.00
5100.00, P_to_KBJ_1, 131.55, 0.00, 100.00
5100.00, P_to_KBJ_2, 130.23, 100.37, 148.00
5400.00, P_to_KBJ_1, 8.85, 8.85, 52.00
5400.00, P_to_KBJ_2, 43.51, 43.51, 46.00
