data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
300.00, CMB_to_KBJ_001_1, 7.70, 7.70, 57.00
300.00, CMB_to_KBJ_001_2, 6.90, 6.90, 90.00
300.00, CMB_to_KBJ_001_3, 5.20, 5.20, 84.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
300.00, MRT_to_KB_001.37_2, 24.81, 24.81, 64.00
300.00, MRT_to_KB_001.37_3, 32.26, 32.26, 50.00
300.00, MRT_to_KB_001.37_4, 30.91, 30.91, 61.00
300.00, P_to_KBJ_2, 20.81, 20.81, 134.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
600.00, KB_to_MRT_002_1, 127.41, 0.00, 14.00
600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
600.00, MRT_to_KB_001.37_5, 3.00, 3.00, 8.00
600.00, P_to_KBJ_1, 5.20, 5.20, 59.00
900.00, CMB_to_KBJ_001_1, 15.00, 15.00, 61.00
900.00, CMB_to_KBJ_001_2, 6.30, 6.30, 39.00
900.00, CMB_to_KBJ_001_3, 3.00, 3.00, 95.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
900.00, MRT_to_KB_001.37_2, 29.11, 29.11, 88.00
900.00, MRT_to_KB_001.37_3, 29.01, 29.01, 84.00
900.00, MRT_to_KB_001.37_4, 31.26, 31.26, 73.00
900.00, MRT_to_KB_001.37_5, 3.00, 3.00, 4.00
1200.00, CMB_to_KBJ_001_1, 6.90, 6.90, 53.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1200.00, MRT_to_KB_001.37_5, 6.35, 6.35, 69.00
1200.00, P_to_KBJ_1, 20.20, 20.20, 74.00
1200.00, P_to_KBJ_2, 14.25, 16.78, 47.00
1500.00, CMB_to_KBJ_001_1, 15.90, 15.90, 145.00
1500.00, CMB_to_KBJ_001_2, 9.30, 9.30, 87.00
1500.00, CMB_to_KBJ_001_3, 5.20, 5.20, 69.00
1500.00, CMB_to_KBJ_001_4, 3.55, 3.55, 37.00
1500.00, MRT_to_KB_001_2, 5.20, 5.20, 9.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
1500.00, MRT_to_KB_001.37_2, 39.71, 33.41, 80.00
1500.00, MRT_to_KB_001.37_3, 33.86, 33.86, 79.00
