data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
300.00, P_to_KBJ_1, 5.20, 5.20, 46.00
300.00, P_to_KBJ_2, 5.20, 5.20, 13.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
600.00, MRT_to_KB_001.37_2, 0.00, 28.02, 0.00
600.00, MRT_to_KB_001.37_4, 29.06, 29.06, 10.00
600.00, MRT_to_KB_001.37_5, 6.30, 6.30, 20.00
900.00, CMB_to_KBJ_001_1, 6.35, 6.35, 75.00
900.00, CMB_to_KBJ_001_2, 22.90, 22.90, 83.00
900.00, CMB_to_KBJ_001_3, 3.00, 3.00, 44.00
900.00, CMB_to_KBJ_001_4, 3.00, 3.00, 15.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
900.00, MRT_to_KB_001.37_2, 20.27, 22.91, 50.00
900.00, MRT_to_KB_001.37_3, 40.11, 31.91, 56.00
900.00, MRT_to_KB_001.37_4, 41.27, 30.91, 47.00
900.00, P_to_KBJ_1, 5.20, 5.20, 1.00
1200.00, CMB_to_KBJ_001_1, 9.70, 9.70, 54.00
1200.00, CMB_to_KBJ_001_2, 6.30, 6.30, 69.00
1200.00, CMB_to_KBJ_001_3, 13.00, 13.00, 38.00
1200.00, CMB_to_KBJ_001_4, 6.30, 6.30, 34.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1200.00, MRT_to_KB_001.37_2, 12.05, 12.05, 35.00
1200.00, MRT_to_KB_001.37_3, 13.40, 19.11, 41.00
1200.00, MRT_to_KB_001.37_4, 16.92, 16.92, 28.00
1200.00, P_to_KBJ_2, 0.00, 30.08, 0.00
1500.00, CMB_to_KBJ_001_2, 11.50, 11.50, 53.00
1500.00, CMB_to_KBJ_001_3, 3.00, 3.00, 32.00
1500.00, CMB_to_KBJ_001_4, 6.30, 6.30, 21.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
1500.00, MRT_to_KB_001.37_2, 11.50, 29.89, 28.00
1500.00, MRT_to_KB_001.37_3, 24.16, 24.16, 30.00
1500.00, MRT_to_KB_001.37_4, 21.65, 21.65, 21.00
1500.00, P_to_KBJ_2, 20.71, 20.71, 127.00
1800.00, CMB_to_KBJ_001_1, 14.55, 14.55, 76.00
1800.00, CMB_to_KBJ_001_2, 22.90, 22.90, 66.00
1800.00, CMB_to_KBJ_001_3, 19.70, 19.70, 58.00
1800.00, CMB_to_KBJ_001_4, 16.60, 16.60, 39.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_2, 8.85, 8.85, 28.00
1800.00, MRT_to_KB_001.37_3, 14.11, 14.11, 39.00
1800.00, MRT_to_KB_001.37_4, 17.20, 17.20, 35.00
1800.00, P_to_KBJ_2, 63.51, 63.51, 32.00
2100.00, CMB_to_KBJ_001_1, 13.80, 13.80, 76.00
2100.00, CMB_to_KBJ_001_2, 7.70, 7.70, 52.00
2100.00, CMB_to_KBJ_001_3, 5.20, 5.20, 46.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2100.00, MRT_to_KB_001.37_2, 9.30, 9.30, 25.00
2100.00, MRT_to_KB_001.37_3, 19.55, 19.55, 24.00
2100.00, MRT_to_KB_001.37_4, 14.25, 31.24, 22.00
2100.00, P_to_KBJ_2, 80.92, 86.65, 122.00
2400.00, CMB_to_KBJ_001_1, 3.55, 3.55, 42.00
2400.00, CMB_to_KBJ_001_2, 25.00, 25.00, 56.00
2400.00, CMB_to_KBJ_001_3, 3.00, 3.00, 16.00
2400.00, CMB_to_KBJ_001_4, 5.20, 5.20, 44.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_2, 16.61, 16.61, 24.00
2400.00, MRT_to_KB_001.37_3, 19.14, 19.14, 28.00
2400.00, MRT_to_KB_001.37_4, 13.40, 13.40, 29.00
2400.00, P_to_KBJ_2, 53.76, 53.76, 94.00
2700.00, CMB_to_KBJ_001_1, 14.40, 14.40, 48.00
2700.00, CMB_to_KBJ_001_2, 5.20, 5.20, 2.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.17, 0.00
2700.00, MRT_to_KB_001.37_2, 0.00, 3.69, 0.00
2700.00, MRT_to_KB_001.37_5, 19.41, 19.41, 35.00
2700.00, P_to_KBJ_2, 30.74, 30.74, 77.00
3000.00, CMB_to_KBJ_001_1, 15.90, 15.90, 48.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_5, 5.52, 5.52, 105.00
3000.00, P_to_KBJ_1, 10.90, 10.90, 107.00
3000.00, P_to_KBJ_2, 25.96, 25.96, 71.00
3300.00, CMB_to_KBJ_001_1, 3.55, 3.55, 8.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_5, 15.90, 15.90, 85.00
3300.00, P_to_KBJ_1, 19.95, 19.95, 49.00
3300.00, P_to_KBJ_2, 38.71, 38.71, 58.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_5, 27.61, 27.61, 62.00
3600.00, P_to_KBJ_1, 35.61, 35.61, 66.00
3600.00, P_to_KBJ_2, 106.32, 100.62, 34.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_5, 3.00, 3.00, 23.00
3900.00, P_to_KBJ_1, 30.36, 30.36, 57.00
3900.00, P_to_KBJ_2, 95.52, 101.26, 39.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_5, 22.76, 22.76, 50.00
4200.00, P_to_KBJ_1, 14.40, 14.40, 60.00
4200.00, P_to_KBJ_2, 93.42, 99.73, 43.00
4500.00, :J1_0_1, 13.45, 19.48, 5.00
4500.00, :J1_0_2, 0.00, 17.19, 0.00
4500.00, MRT_to_KB_001_3, 8.48, 8.48, 12.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
4500.00, MRT_to_KB_001.37_5, 5.20, 5.20, 4.00
4500.00, P_to_KBJ_1, 45.96, 45.96, 51.00
4500.00, P_to_KBJ_2, 42.96, 42.96, 15.00
4800.00, P_to_KBJ_2, 33.44, 54.31, 11.00
