data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
1500.00, MRT_to_KB_001.37_4, 18.80, 18.80, 29.00
1500.00, P_to_KBJ_2, 30.36, 30.36, 113.00
1800.00, CMB_to_KBJ_001_1, 8.00, 8.00, 44.00
1800.00, CMB_to_KBJ_001_2, 15.35, 15.35, 39.00
1800.00, CMB_to_KBJ_001_3, 3.55, 3.55, 18.00
1800.00, CMB_to_KBJ_001_4, 5.20, 5.20, 9.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_2, 0.00, 3.65, 0.00
1800.00, MRT_to_KB_001.37_3, 0.00, 3.10, 0.00
1800.00, P_to_KBJ_1, 0.00, 16.59, 0.00
1800.00, P_to_KBJ_2, 52.66, 52.66, 98.00
2100.00, CMB_to_KBJ_001_1, 8.70, 8.70, 49.00
2100.00, KBJ_to_CMB_002_1, 0.00, 33.25, 0.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2100.00, MRT_to_KB_001.37_5, 19.26, 19.26, 107.00
2100.00, P_to_KBJ_1, 32.96, 36.48, 95.00
2100.00, P_to_KBJ_2, 53.61, 53.61, 89.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_5, 22.00, 22.00, 79.00
2400.00, P_to_KBJ_1, 3.00, 3.00, 50.00
2400.00, P_to_KBJ_2, 78.46, 78.46, 62.00
2700.00, CMB_to_KBJ_001_1, 3.00, 3.00, 14.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2700.00, MRT_to_KB_001.37_5, 13.55, 13.55, 78.00
2700.00, P_to_KBJ_2, 29.61, 33.12, 49.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_5, 5.20, 7.95, 18.00
3000.00, P_to_KBJ_1, 5.20, 5.20, 42.00
3000.00, P_to_KBJ_2, 31.22, 31.22, 30.00
3300.00, CMB_to_KBJ_001_1, 26.41, 20.70, 71.00
3300.00, CMB_to_KBJ_001_2, 28.56, 20.81, 90.00
3300.00, CMB_to_KBJ_001_3, 10.91, 10.91, 1.00
3300.00, CMB_to_KBJ_001_4, 7.70, 7.70, 62.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3300.00, MRT_to_KB_001.37_2, 41.76, 33.56, 53.00
3300.00, MRT_to_KB_001.37_3, 40.01, 33.71, 45.00
3300.00, MRT_to_KB_001.37_4, 26.81, 32.67, 48.00
3300.00, MRT_to_KB_001.37_5, 9.25, 9.25, 9.00
3300.00, P_to_KBJ_1, 3.55, 3.55, 14.00
3300.00, P_to_KBJ_2, 5.20, 17.02, 2.00
3600.00, :J1_0_2, 6.99, 6.99, 5.00
3600.00, CMB_to_KBJ_001_1, 13.70, 13.70, 104.00
3600.00, CMB_to_KBJ_001_2, 29.35, 23.05, 65.00
3600.00, CMB_to_KBJ_001_3, 5.50, 5.50, 51.00
3600.00, CMB_to_KBJ_001_4, 6.35, 6.35, 32.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_2, 39.96, 29.21, 49.00
3600.00, MRT_to_KB_001.37_3, 43.76, 31.76, 46.00
3600.00, MRT_to_KB_001.37_4, 39.51, 33.81, 49.00
3600.00, MRT_to_KB_001.37_5, 11.50, 11.50, 9.00
3600.00, P_to_KBJ_1, 5.20, 5.20, 15.00
3600.00, P_to_KBJ_2, 129.13, 100.62, 105.00
3900.00, CMB_to_KBJ_001_1, 23.91, 21.41, 85.00
3900.00, CMB_to_KBJ_001_2, 23.76, 23.76, 60.00
3900.00, CMB_to_KBJ_001_3, 14.00, 14.00, 61.00
3900.00, CMB_to_KBJ_001_4, 11.50, 11.50, 50.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_2, 28.73, 28.73, 34.00
3900.00, MRT_to_KB_001.37_3, 34.16, 31.66, 33.00
3900.00, MRT_to_KB_001.37_4, 38.21, 34.86, 33.00
3900.00, P_to_KBJ_2, 130.33, 104.02, 128.00
4200.00, CMB_to_KBJ_001_1, 3.55, 3.55, 24.00
4200.00, CMB_to_KBJ_001_2, 23.25, 20.75, 55.00
4200.00, CMB_to_KBJ_001_3, 13.70, 13.70, 53.00
4200.00, CMB_to_KBJ_001_4, 12.95, 12.95, 40.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_2, 24.81, 24.81, 24.00
4200.00, MRT_to_KB_001.37_3, 14.25, 14.25, 28.00
4200.00, MRT_to_KB_001.37_4, 16.76, 22.64, 18.00
4200.00, P_to_KBJ_2, 132.38, 99.32, 104.00
4500.00, CMB_to_KBJ_001_1, 21.61, 21.61, 92.00
4500.00, CMB_to_KBJ_001_2, 14.25, 16.97, 57.00
4500.00, CMB_to_KBJ_001_3, 11.50, 11.50, 43.00
4500.00, CMB_to_KBJ_001_4, 3.00, 3.00, 34.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.16, 0.00
4500.00, MRT_to_KB_001.37_2, 28.86, 28.86, 39.00
4500.00, MRT_to_KB_001.37_3, 26.81, 34.56, 38.00
4500.00, MRT_to_KB_001.37_4, 29.01, 36.88, 36.00
4500.00, MRT_to_KB_001.37_5, 3.00, 3.00, 6.00
4500.00, P_to_KBJ_1, 5.20, 5.20, 8.00
4500.00, P_to_KBJ_2, 129.33, 99.77, 114.00
4800.00, P_to_KBJ_2, 127.83, 98.32, 118.00
5100.00, P_to_KBJ_2, 88.67, 88.67, 116.00
