data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
300.00, CMB_to_KBJ_001_1, 12.45, 12.45, 53.00
300.00, CMB_to_KBJ_001_2, 6.30, 6.30, 31.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
300.00, MRT_to_KB_001.37_2, 17.10, 17.10, 45.00
300.00, MRT_to_KB_001.37_3, 14.50, 14.50, 43.00
300.00, MRT_to_KB_001.37_4, 31.71, 31.71, 29.00
300.00, P_to_KBJ_2, 8.00, 8.00, 110.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
600.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
600.00, MRT_to_KB_001.37_5, 6.30, 6.30, 8.00
600.00, P_to_KBJ_1, 5.20, 5.20, 58.00
600.00, P_to_KBJ_2, 3.55, 3.55, 63.00
900.00, CMB_to_KBJ_001_1, 8.20, 8.20, 60.00
900.00, CMB_to_KBJ_001_2, 8.20, 8.20, 44.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.17, 0.00
900.00, MRT_to_KB_001.37_2, 31.21, 31.21, 70.00
900.00, MRT_to_KB_001.37_3, 29.66, 29.66, 54.00
900.00, MRT_to_KB_001.37_4, 26.01, 26.01, 42.00
900.00, MRT_to_KB_001.37_5, 5.20, 5.20, 6.00
900.00, P_to_KBJ_1, 0.00, 3.66, 0.00
900.00, P_to_KBJ_2, 27.86, 27.86, 78.00
1200.00, CMB_to_KBJ_001_1, 3.00, 3.00, 11.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
1200.00, MRT_to_KB_001.37_5, 3.00, 3.00, 73.00
1200.00, P_to_KBJ_1, 11.25, 11.25, 76.00
1200.00, P_to_KBJ_2, 8.20, 8.20, 49.00
1500.00, CMB_to_KBJ_001_1, 13.75, 13.75, 134.00
1500.00, CMB_to_KBJ_001_2, 7.70, 7.70, 74.00
1500.00, CMB_to_KBJ_001_3, 5.20, 5.20, 69.00
1500.00, CMB_to_KBJ_001_4, 5.20, 5.20, 59.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.18, 0.00
1500.00, MRT_to_KB_001.37_2, 23.81, 26.33, 64.00
1500.00, MRT_to_KB_001.37_3, 24.26, 24.26, 56.00
1500.00, MRT_to_KB_001.37_4, 23.31, 23.31, 46.00
1500.00, P_to_KBJ_2, 45.06, 45.06, 18.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.99, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
1800.00, MRT_to_KB_001.37_5, 3.55, 3.55, 41.00
1800.00, P_to_KBJ_1, 8.85, 8.85, 84.00
1800.00, P_to_KBJ_2, 10.20, 10.20, 37.00
2100.00, CMB_to_KBJ_001_1, 29.71, 21.96, 89.00
2100.00, CMB_to_KBJ_001_2, 11.55, 11.55, 67.00
2100.00, CMB_to_KBJ_001_3, 10.40, 10.40, 29.00
2100.00, CMB_to_KBJ_001_4, 6.30, 6.30, 46.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2100.00, MRT_to_KB_001.37_2, 32.76, 32.76, 62.00
2100.00, MRT_to_KB_001.37_3, 31.88, 31.88, 57.00
2100.00, MRT_to_KB_001.37_4, 29.66, 29.66, 57.00
2100.00, P_to_KBJ_2, 74.87, 74.87, 157.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
2400.00, MRT_to_KB_001.37_5, 12.65, 12.65, 83.00
2400.00, MRT_to_KB_003_2, 0.00, 26.81, 0.00
2400.00, P_to_KBJ_1, 16.25, 16.25, 95.00
2400.00, P_to_KBJ_2, 34.31, 34.31, 57.00
2700.00, CMB_to_KBJ_001_1, 15.75, 15.75, 121.00
2700.00, CMB_to_KBJ_001_2, 9.85, 9.85, 52.00
2700.00, CMB_to_KBJ_001_3, 5.20, 5.20, 48.00
2700.00, CMB_to_KBJ_001_4, 3.55, 3.55, 32.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2700.00, MRT_to_KB_001.37_2, 11.36, 11.36, 52.00
2700.00, MRT_to_KB_001.37_3, 13.95, 13.95, 48.00
2700.00, MRT_to_KB_001.37_4, 23.16, 23.16, 45.00
2700.00, P_to_KBJ_2, 62.11, 62.11, 156.00
3000.00, CMB_to_KBJ_001_1, 20.05, 20.05, 26.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3000.00, MRT_to_KB_001.37_5, 6.05, 6.05, 48.00
3000.00, P_to_KBJ_1, 3.00, 3.00, 9.00
3000.00, P_to_KBJ_2, 40.06, 40.06, 43.00
3300.00, CMB_to_KBJ_001_1, 21.90, 21.90, 112.00
3300.00, CMB_to_KBJ_001_2, 9.85, 9.85, 64.00
3300.00, CMB_to_KBJ_001_3, 3.00, 3.00, 2.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3300.00, MRT_to_KB_001.37_2, 22.31, 22.31, 53.00
3300.00, MRT_to_KB_001.37_3, 19.40, 19.40, 53.00
3300.00, MRT_to_KB_001.37_4, 16.70, 24.68, 22.00
3300.00, P_to_KBJ_2, 73.37, 73.37, 146.00
3600.00, CMB_to_KBJ_001_1, 5.20, 5.20, 17.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3600.00, MRT_to_KB_001.37_5, 27.51, 27.51, 35.00
3600.00, P_to_KBJ_1, 42.92, 42.92, 74.00
3600.00, P_to_KBJ_2, 98.22, 101.60, 51.00
3900.00, CMB_to_KBJ_001_1, 10.20, 10.20, 96.00
3900.00, CMB_to_KBJ_001_2, 15.05, 15.05, 54.00
3900.00, CMB_to_KBJ_001_3, 3.00, 17.77, 48.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3900.00, MRT_to_KB_001.37_2, 32.66, 32.66, 48.00
3900.00, MRT_to_KB_001.37_3, 35.16, 35.16, 46.00
