data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
1800.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_5, 10.90, 10.90, 38.00
1800.00, P_to_KBJ_1, 19.26, 19.26, 97.00
1800.00, P_to_KBJ_2, 118.28, 100.42, 74.00
2100.00, CMB_to_KBJ_001_1, 25.66, 22.31, 88.00
2100.00, CMB_to_KBJ_001_2, 10.25, 10.25, 63.00
2100.00, CMB_to_KBJ_001_3, 7.25, 7.25, 62.00
2100.00, CMB_to_KBJ_001_4, 8.86, 8.86, 47.00
2100.00, MRT_to_KB_001_2, 19.26, 19.26, 9.00
2100.00, MRT_to_KB_001_3, 12.95, 12.95, 16.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2100.00, MRT_to_KB_001.37_2, 40.31, 32.11, 72.00
2100.00, MRT_to_KB_001.37_3, 41.61, 35.91, 69.00
2100.00, MRT_to_KB_001.37_4, 37.26, 32.26, 68.00
2100.00, MRT_to_KB_001.37_5, 23.07, 23.07, 31.00
2100.00, P_to_KBJ_1, 131.31, 69.34, 84.00
2100.00, P_to_KBJ_2, 131.48, 100.17, 160.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_5, 17.60, 17.60, 85.00
2400.00, P_to_KBJ_1, 126.68, 101.07, 98.00
2400.00, P_to_KBJ_2, 128.33, 100.18, 65.00
2700.00, CMB_to_KBJ_001_1, 18.30, 18.30, 121.00
2700.00, CMB_to_KBJ_001_2, 13.40, 13.40, 81.00
2700.00, CMB_to_KBJ_001_3, 5.20, 5.20, 49.00
2700.00, CMB_to_KBJ_001_4, 6.30, 6.30, 34.00
2700.00, MRT_to_KB_001_2, 0.00, 5.26, 0.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2700.00, MRT_to_KB_001.37_2, 29.71, 29.71, 62.00
2700.00, MRT_to_KB_001.37_3, 25.26, 31.08, 63.00
2700.00, MRT_to_KB_001.37_4, 31.51, 31.51, 62.00
2700.00, MRT_to_KB_001.37_5, 14.20, 14.20, 4.00
2700.00, P_to_KBJ_1, 128.65, 100.61, 42.00
2700.00, P_to_KBJ_2, 130.19, 99.13, 166.00
3000.00, CMB_to_KBJ_001_1, 5.20, 5.20, 20.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_5, 8.01, 8.01, 27.00
3000.00, P_to_KBJ_1, 93.98, 99.77, 70.00
3000.00, P_to_KBJ_2, 130.24, 99.03, 62.00
3300.00, CMB_to_KBJ_001_1, 21.61, 21.61, 112.00
3300.00, CMB_to_KBJ_001_2, 11.20, 11.20, 76.00
3300.00, CMB_to_KBJ_001_3, 3.55, 3.55, 72.00
3300.00, CMB_to_KBJ_001_4, 9.26, 9.26, 65.00
3300.00, MRT_to_KB_001_2, 5.20, 5.20, 2.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_2, 38.86, 33.01, 56.00
3300.00, MRT_to_KB_001.37_3, 37.91, 34.56, 54.00
3300.00, MRT_to_KB_001.37_4, 34.96, 31.61, 54.00
3300.00, P_to_KBJ_1, 130.22, 87.72, 93.00
3300.00, P_to_KBJ_2, 132.33, 100.07, 158.00
3600.00, CMB_to_KBJ_001_1, 10.90, 10.90, 19.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_5, 18.46, 18.46, 44.00
3600.00, P_to_KBJ_1, 77.32, 77.32, 77.00
3600.00, P_to_KBJ_2, 132.41, 100.20, 54.00
3900.00, CMB_to_KBJ_001_1, 24.01, 24.01, 95.00
3900.00, CMB_to_KBJ_001_2, 22.46, 22.46, 65.00
3900.00, CMB_to_KBJ_001_3, 12.60, 12.60, 68.00
3900.00, CMB_to_KBJ_001_4, 8.55, 15.07, 46.00
3900.00, MRT_to_KB_001_2, 5.20, 5.20, 2.00
3900.00, MRT_to_KB_001_3, 11.90, 11.90, 5.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3900.00, MRT_to_KB_001.37_2, 39.76, 31.56, 51.00
3900.00, MRT_to_KB_001.37_3, 41.46, 35.61, 46.00
3900.00, MRT_to_KB_001.37_4, 40.46, 34.16, 42.00
3900.00, MRT_to_KB_001.37_5, 18.54, 18.54, 9.00
3900.00, P_to_KBJ_1, 128.25, 99.44, 138.00
3900.00, P_to_KBJ_2, 126.89, 100.68, 151.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_5, 6.35, 6.35, 10.00
4200.00, MRT_to_KB_003_3, 0.00, 26.59, 0.00
4200.00, P_to_KBJ_1, 132.40, 52.92, 66.00
4200.00, P_to_KBJ_2, 129.60, 99.72, 49.00
4500.00, :J37_0_1, 9.72, 9.72, 1.00
4500.00, CMB_to_KBJ_001_1, 9.75, 9.75, 29.00
4500.00, CMB_to_KBJ_001_2, 31.76, 20.36, 57.00
4500.00, CMB_to_KBJ_001_3, 13.70, 13.70, 48.00
4500.00, CMB_to_KBJ_001_4, 12.00, 12.00, 42.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
4500.00, MRT_to_KB_001.37_2, 31.51, 31.51, 36.00
4500.00, MRT_to_KB_001.37_3, 26.71, 26.71, 36.00
4500.00, MRT_to_KB_001.37_4, 20.81, 26.87, 34.00
4500.00, P_to_KBJ_1, 129.75, 98.09, 124.00
4500.00, P_to_KBJ_2, 132.48, 99.27, 146.00
4800.00, P_to_KBJ_1, 54.38, 54.38, 52.00
4800.00, P_to_KBJ_2, 128.63, 101.62, 34.00
5100.00, P_to_KBJ_1, 129.71, 100.36, 99.00
5100.00, P_to_KBJ_2, 130.18, 98.73, 133.00
5400.00, P_to_KBJ_1, 71.22, 71.22, 57.00
5400.00, P_to_KBJ_2, 81.03, 89.77, 30.00
