data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
1800.00, P_to_KBJ_1, 17.50, 17.50, 84.00
1800.00, P_to_KBJ_2, 11.35, 11.35, 36.00
2100.00, CMB_to_KBJ_001_1, 20.96, 20.96, 86.00
2100.00, CMB_to_KBJ_001_2, 10.90, 10.90, 63.00
2100.00, CMB_to_KBJ_001_3, 11.75, 11.75, 64.00
2100.00, CMB_to_KBJ_001_4, 7.70, 7.70, 47.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2100.00, MRT_to_KB_001.37_2, 34.01, 31.51, 62.00
2100.00, MRT_to_KB_001.37_3, 35.31, 35.31, 57.00
2100.00, MRT_to_KB_001.37_4, 36.81, 31.11, 57.00
2100.00, MRT_to_KB_001.37_5, 39.81, 0.00, 3.00
2100.00, P_to_KBJ_2, 87.92, 87.92, 164.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_5, 32.00, 32.00, 87.00
2400.00, P_to_KBJ_1, 12.65, 12.65, 34.00
2400.00, P_to_KBJ_2, 63.07, 63.07, 57.00
2700.00, CMB_to_KBJ_001_1, 19.10, 19.10, 119.00
2700.00, CMB_to_KBJ_001_2, 12.65, 12.65, 53.00
2700.00, CMB_to_KBJ_001_3, 5.20, 5.20, 49.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2700.00, MRT_to_KB_001.37_2, 20.86, 20.86, 53.00
2700.00, MRT_to_KB_001.37_3, 25.01, 25.01, 48.00
2700.00, MRT_to_KB_001.37_4, 33.61, 33.61, 46.00
2700.00, P_to_KBJ_1, 41.51, 41.51, 142.00
2700.00, P_to_KBJ_2, 120.53, 100.18, 156.00
3000.00, :KB_Junction_2_0, 6.17, 6.17, 16.00
3000.00, CMB_to_KBJ_001_1, 0.00, 3.61, 0.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_5, 12.95, 19.32, 6.00
3000.00, P_to_KBJ_1, 123.73, 32.86, 54.00
3000.00, P_to_KBJ_2, 124.63, 100.47, 51.00
3300.00, CMB_to_KBJ_001_1, 22.21, 22.21, 111.00
3300.00, CMB_to_KBJ_001_2, 15.60, 15.60, 63.00
3300.00, CMB_to_KBJ_001_3, 3.01, 3.01, 1.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3300.00, MRT_to_KB_001.37_2, 27.46, 27.46, 31.00
3300.00, MRT_to_KB_001.37_3, 23.30, 33.19, 28.00
3300.00, MRT_to_KB_001.37_4, 19.50, 25.22, 23.00
3300.00, P_to_KBJ_1, 127.15, 99.85, 133.00
3300.00, P_to_KBJ_2, 132.38, 103.23, 149.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_5, 12.65, 12.65, 12.00
3600.00, MRT_to_KB_003_1, 25.83, 25.83, 2.00
3600.00, MRT_to_KB_003_2, 31.14, 0.00, 1.00
3600.00, MRT_to_KB_003_3, 0.00, 28.72, 0.00
3600.00, P_to_KBJ_1, 132.30, 20.55, 55.00
3600.00, P_to_KBJ_2, 114.38, 101.97, 46.00
3900.00, CMB_to_KBJ_001_1, 20.26, 20.26, 98.00
3900.00, CMB_to_KBJ_001_2, 15.40, 15.40, 56.00
3900.00, CMB_to_KBJ_001_3, 9.25, 9.25, 46.00
3900.00, CMB_to_KBJ_001_4, 5.50, 5.50, 29.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_2, 36.06, 30.36, 34.00
3900.00, MRT_to_KB_001.37_3, 36.61, 33.26, 37.00
3900.00, MRT_to_KB_001.37_4, 34.31, 31.81, 35.00
3900.00, P_to_KBJ_1, 128.28, 100.58, 56.00
3900.00, P_to_KBJ_2, 130.98, 99.82, 141.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_5, 10.75, 10.75, 5.00
4200.00, MRT_to_KB_003_1, 29.46, 29.46, 14.00
4200.00, MRT_to_KB_003_2, 31.69, 25.64, 2.00
4200.00, MRT_to_KB_003_3, 0.00, 23.60, 0.00
4200.00, P_to_KBJ_1, 131.56, 44.46, 165.00
4200.00, P_to_KBJ_2, 128.26, 99.27, 36.00
4500.00, CMB_to_KBJ_001_1, 11.30, 11.30, 99.00
4500.00, CMB_to_KBJ_001_2, 27.31, 24.81, 43.00
4500.00, CMB_to_KBJ_001_3, 9.65, 9.65, 36.00
4500.00, CMB_to_KBJ_001_4, 9.75, 9.75, 16.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
4500.00, MRT_to_KB_001.37_2, 23.06, 23.06, 28.00
4500.00, MRT_to_KB_001.37_3, 25.81, 25.81, 32.00
4500.00, MRT_to_KB_001.37_4, 14.25, 19.99, 30.00
4500.00, P_to_KBJ_1, 81.91, 92.39, 20.00
4500.00, P_to_KBJ_2, 129.73, 102.43, 133.00
4800.00, P_to_KBJ_1, 124.87, 78.42, 57.00
4800.00, P_to_KBJ_2, 62.62, 86.54, 30.00
5100.00, P_to_KBJ_1, 16.41, 16.41, 1.00
5100.00, P_to_KBJ_2, 130.98, 99.83, 129.00
5400.00, P_to_KBJ_1, 130.68, 31.06, 91.00
5400.00, P_to_KBJ_2, 80.92, 90.67, 26.00
