data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
300.00, CMB_to_KBJ_001_1, 16.60, 16.60, 55.00
300.00, CMB_to_KBJ_001_2, 7.25, 7.25, 68.00
300.00, CMB_to_KBJ_001_3, 3.00, 3.00, 40.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
300.00, MRT_to_KB_001.37_2, 11.90, 11.90, 46.00
300.00, MRT_to_KB_001.37_3, 13.56, 20.08, 41.00
300.00, MRT_to_KB_001.37_4, 33.41, 33.41, 37.00
600.00, CMB_to_KBJ_001_2, 6.35, 6.35, 31.00
600.00, CMB_to_KBJ_001_3, 5.20, 5.20, 25.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
600.00, P_to_KBJ_2, 11.75, 11.75, 105.00
900.00, CMB_to_KBJ_001_1, 3.00, 3.00, 45.00
900.00, CMB_to_KBJ_001_2, 8.70, 8.70, 45.00
900.00, CMB_to_KBJ_001_3, 5.20, 5.20, 17.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
900.00, MRT_to_KB_001.37_2, 26.43, 26.43, 29.00
900.00, MRT_to_KB_001.37_3, 22.01, 22.01, 29.00
900.00, MRT_to_KB_001.37_4, 29.61, 35.37, 11.00
900.00, P_to_KBJ_2, 12.05, 18.01, 75.00
1200.00, CMB_to_KBJ_001_1, 6.05, 6.05, 14.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1200.00, MRT_to_KB_001.37_5, 14.40, 14.40, 102.00
1200.00, P_to_KBJ_1, 10.90, 10.90, 46.00
1200.00, P_to_KBJ_2, 14.95, 14.95, 41.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.17, 0.00
1500.00, P_to_KBJ_2, 7.25, 7.25, 2.00
1800.00, CMB_to_KBJ_001_1, 11.05, 11.05, 75.00
1800.00, CMB_to_KBJ_001_2, 27.75, 24.40, 56.00
1800.00, CMB_to_KBJ_001_3, 6.35, 6.35, 55.00
1800.00, CMB_to_KBJ_001_4, 12.00, 12.00, 39.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_2, 8.55, 8.55, 23.00
1800.00, MRT_to_KB_001.37_3, 13.74, 13.74, 20.00
1800.00, MRT_to_KB_001.37_4, 10.20, 13.92, 15.00
1800.00, P_to_KBJ_2, 56.01, 56.01, 107.00
2100.00, CMB_to_KBJ_001_1, 13.80, 13.80, 20.00
2100.00, KBJ_to_CMB_002_2, 0.00, 40.61, 0.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.16, 0.00
2100.00, MRT_to_KB_001.37_5, 12.05, 12.05, 84.00
2100.00, P_to_KBJ_1, 28.91, 28.91, 80.00
2100.00, P_to_KBJ_2, 41.36, 41.36, 51.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_5, 16.30, 16.30, 58.00
2400.00, P_to_KBJ_1, 17.20, 17.20, 71.00
2400.00, P_to_KBJ_2, 51.11, 51.11, 34.00
2700.00, CMB_to_KBJ_001_1, 16.50, 16.50, 67.00
