data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
1800.00, CMB_to_KBJ_001_3, 5.20, 5.20, 21.00
1800.00, CMB_to_KBJ_001_4, 5.20, 5.20, 10.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_2, 3.00, 3.00, 12.00
1800.00, MRT_to_KB_001.37_3, 6.41, 12.43, 12.00
1800.00, MRT_to_KB_001.37_4, 8.70, 8.70, 9.00
1800.00, P_to_KBJ_2, 63.51, 63.51, 104.00
2100.00, :J1_0_1, 4.39, 4.39, 15.00
2100.00, :J1_0_2, 27.19, 16.09, 26.00
2100.00, :J37_0_0, 3.36, 3.36, 47.00
2100.00, CMB_to_KBJ_001_1, 28.81, 20.01, 151.00
2100.00, CMB_to_KBJ_001_2, 21.61, 21.61, 96.00
2100.00, CMB_to_KBJ_001_3, 5.20, 5.20, 88.00
2100.00, CMB_to_KBJ_001_4, 7.25, 7.25, 57.00
2100.00, MRT_to_KB_001_3, 17.47, 17.47, 4.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2100.00, MRT_to_KB_001.37_2, 44.36, 32.21, 71.00
2100.00, MRT_to_KB_001.37_3, 43.66, 34.01, 69.00
2100.00, MRT_to_KB_001.37_4, 42.36, 30.36, 66.00
2100.00, P_to_KBJ_2, 118.97, 100.87, 91.00
2400.00, :J1_0_1, 24.39, 15.34, 44.00
2400.00, :J1_0_2, 25.29, 19.59, 40.00
2400.00, :J1_0_4, 8.75, 8.75, 63.00
2400.00, CMB_to_KBJ_001_3, 0.00, 27.77, 0.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001_3, 18.07, 18.07, 14.00
2400.00, P_to_KBJ_1, 11.50, 11.50, 50.00
2400.00, P_to_KBJ_2, 3.00, 3.00, 6.00
2700.00, CMB_to_KBJ_001_1, 10.90, 10.90, 12.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2700.00, MRT_to_KB_001.37_5, 19.41, 19.41, 126.00
2700.00, P_to_KBJ_2, 23.92, 23.92, 40.00
3000.00, CMB_to_KBJ_001_1, 18.41, 18.41, 100.00
3000.00, CMB_to_KBJ_001_2, 17.50, 17.50, 45.00
3000.00, CMB_to_KBJ_001_3, 5.20, 5.20, 36.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_2, 17.73, 17.73, 21.00
3000.00, MRT_to_KB_001.37_3, 20.17, 20.17, 13.00
3000.00, MRT_to_KB_001.37_4, 19.11, 26.89, 19.00
3000.00, P_to_KBJ_2, 56.72, 56.72, 127.00
3300.00, :J1_0_2, 4.39, 4.39, 15.00
3300.00, CMB_to_KBJ_001_1, 24.96, 21.61, 140.00
3300.00, CMB_to_KBJ_001_2, 31.81, 22.75, 109.00
3300.00, CMB_to_KBJ_001_3, 7.70, 7.73, 105.00
3300.00, CMB_to_KBJ_001_4, 15.45, 15.45, 83.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_2, 39.76, 32.26, 76.00
3300.00, MRT_to_KB_001.37_3, 43.51, 37.81, 72.00
3300.00, MRT_to_KB_001.37_4, 41.91, 30.51, 71.00
3300.00, MRT_to_KB_001.37_5, 5.50, 5.50, 10.00
3300.00, P_to_KBJ_1, 3.55, 3.55, 14.00
3300.00, P_to_KBJ_2, 100.72, 100.72, 63.00
3600.00, :J1_0_1, 25.01, 19.03, 41.00
3600.00, :KB_to_MRT_001_0_2, 10.31, 10.31, 35.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001_2, 22.27, 22.27, 38.00
3600.00, MRT_to_KB_001_3, 28.32, 22.62, 68.00
3600.00, MRT_to_KB_001.37_5, 27.61, 27.61, 63.00
3600.00, P_to_KBJ_1, 35.61, 35.61, 66.00
3600.00, P_to_KBJ_2, 44.46, 44.46, 16.00
3900.00, CMB_to_KBJ_001_1, 5.50, 11.21, 32.00
3900.00, KBJ_to_CMB_002_1, 0.00, 33.26, 0.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_5, 22.91, 22.91, 135.00
3900.00, P_to_KBJ_1, 31.86, 37.62, 121.00
3900.00, P_to_KBJ_2, 58.86, 58.86, 74.00
4200.00, CMB_to_KBJ_001_1, 14.25, 14.25, 107.00
4200.00, CMB_to_KBJ_001_2, 24.40, 24.40, 55.00
4200.00, CMB_to_KBJ_001_3, 14.30, 14.30, 52.00
4200.00, CMB_to_KBJ_001_4, 12.65, 12.65, 45.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_2, 15.10, 15.10, 24.00
4200.00, MRT_to_KB_001.37_3, 14.26, 17.70, 22.00
4200.00, MRT_to_KB_001.37_4, 19.80, 19.80, 20.00
4200.00, P_to_KBJ_2, 103.37, 103.37, 133.00
4500.00, :J1_0_1, 21.59, 15.74, 36.00
4500.00, :J1_0_2, 23.94, 15.74, 35.00
4500.00, :J37_0_1, 17.71, 12.01, 20.00
4500.00, :J37_0_2, 4.86, 4.86, 21.00
4500.00, CMB_to_KBJ_001_1, 28.61, 19.56, 134.00
4500.00, CMB_to_KBJ_001_2, 29.71, 24.01, 114.00
4500.00, CMB_to_KBJ_001_3, 27.10, 18.05, 112.00
4500.00, CMB_to_KBJ_001_4, 23.75, 23.75, 88.00
4500.00, MRT_to_KB_001_2, 0.00, 6.38, 0.00
4500.00, MRT_to_KB_001_3, 8.51, 8.51, 11.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.19, 0.00
4500.00, MRT_to_KB_001.37_2, 44.16, 32.76, 83.00
4500.00, MRT_to_KB_001.37_3, 44.41, 33.01, 84.00
4500.00, MRT_to_KB_001.37_4, 43.26, 32.56, 84.00
4500.00, MRT_to_KB_001.37_5, 5.20, 5.20, 4.00
4500.00, P_to_KBJ_1, 7.25, 7.25, 15.00
4500.00, P_to_KBJ_2, 126.83, 102.87, 113.00
