data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
300.00, CMB_to_KBJ_001_1, 8.70, 8.70, 14.00
300.00, KBJ_to_CMB_002_1, 0.00, 33.27, 0.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
300.00, MRT_to_KB_001.37_5, 14.85, 14.85, 102.00
300.00, P_to_KBJ_1, 12.95, 12.95, 45.00
300.00, P_to_KBJ_2, 27.86, 27.86, 42.00
600.00, CMB_to_KBJ_001_2, 8.55, 8.55, 32.00
600.00, CMB_to_KBJ_001_3, 3.00, 3.00, 23.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
600.00, P_to_KBJ_2, 12.60, 12.60, 103.00
900.00, :J1_0_1, 6.34, 6.34, 3.00
900.00, :J1_0_2, 12.64, 12.64, 4.00
900.00, CMB_to_KBJ_001_1, 8.55, 8.55, 74.00
900.00, CMB_to_KBJ_001_2, 20.65, 20.65, 100.00
900.00, CMB_to_KBJ_001_3, 8.70, 8.70, 94.00
900.00, CMB_to_KBJ_001_4, 3.00, 3.00, 41.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
900.00, MRT_to_KB_001.37_2, 43.11, 34.06, 62.00
900.00, MRT_to_KB_001.37_3, 43.11, 34.06, 62.00
900.00, MRT_to_KB_001.37_4, 37.61, 31.91, 56.00
900.00, P_to_KBJ_1, 3.03, 3.03, 1.00
1200.00, :J1_0_1, 20.80, 15.09, 63.00
1200.00, :J1_0_2, 19.69, 19.69, 67.00
1200.00, :KB_Junction_3_1, 48.19, 0.00, 1.00
1200.00, CMB_to_KBJ_001_3, 0.00, 14.64, 0.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1200.00, MRT_to_KB_001_2, 2.17, 4.77, 2.00
1200.00, MRT_to_KB_001_3, 4.27, 10.00, 11.00
1200.00, MRT_to_KB_001.37_2, 42.21, 36.36, 81.00
1200.00, MRT_to_KB_001.37_3, 41.71, 26.96, 100.00
1200.00, MRT_to_KB_001.37_4, 40.86, 32.66, 92.00
1200.00, MRT_to_KB_001.37_5, 5.20, 5.20, 61.00
1200.00, P_to_KBJ_1, 11.30, 11.30, 46.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
1500.00, MRT_to_KB_001.37_5, 15.10, 15.10, 129.00
1500.00, P_to_KBJ_1, 11.50, 11.50, 100.00
1500.00, P_to_KBJ_2, 14.40, 14.40, 45.00
1800.00, CMB_to_KBJ_001_1, 23.40, 23.40, 76.00
1800.00, CMB_to_KBJ_001_2, 16.60, 16.60, 39.00
1800.00, CMB_to_KBJ_001_3, 3.55, 3.55, 21.00
1800.00, CMB_to_KBJ_001_4, 3.55, 3.55, 9.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_2, 3.00, 3.00, 13.00
1800.00, MRT_to_KB_001.37_3, 10.91, 10.91, 11.00
1800.00, MRT_to_KB_001.37_4, 3.55, 9.81, 9.00
1800.00, P_to_KBJ_2, 50.41, 50.41, 105.00
2100.00, :J1_0_2, 20.66, 14.94, 16.00
2100.00, :J37_0_0, 7.01, 7.01, 71.00
2100.00, CMB_to_KBJ_001_1, 26.76, 23.40, 150.00
2100.00, CMB_to_KBJ_001_2, 20.11, 20.11, 96.00
2100.00, CMB_to_KBJ_001_3, 3.55, 3.55, 87.00
2100.00, CMB_to_KBJ_001_4, 3.00, 3.00, 59.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.17, 0.00
2100.00, MRT_to_KB_001.37_2, 39.31, 33.01, 72.00
2100.00, MRT_to_KB_001.37_3, 45.41, 31.51, 70.00
2100.00, MRT_to_KB_001.37_4, 40.36, 32.16, 65.00
2100.00, P_to_KBJ_2, 117.32, 100.07, 54.00
2400.00, :J1_0_1, 18.79, 12.86, 2.00
2400.00, :J1_0_2, 23.14, 17.44, 46.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001_3, 4.52, 4.52, 4.00
2400.00, MRT_to_KB_001.37_5, 14.00, 14.00, 60.00
2400.00, P_to_KBJ_1, 6.05, 6.05, 49.00
2400.00, P_to_KBJ_2, 6.30, 6.30, 5.00
2700.00, CMB_to_KBJ_001_1, 10.90, 10.90, 14.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2700.00, MRT_to_KB_001.37_5, 24.51, 24.51, 127.00
2700.00, P_to_KBJ_2, 16.10, 16.10, 39.00
3000.00, CMB_to_KBJ_001_1, 21.56, 21.56, 103.00
3000.00, CMB_to_KBJ_001_2, 3.00, 3.00, 41.00
3000.00, CMB_to_KBJ_001_3, 6.30, 6.30, 38.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_2, 16.55, 16.55, 17.00
3000.00, MRT_to_KB_001.37_3, 20.10, 25.82, 17.00
3000.00, MRT_to_KB_001.37_4, 17.75, 17.75, 16.00
3000.00, P_to_KBJ_2, 63.15, 82.44, 129.00
3300.00, :J37_0_1, 7.11, 7.11, 2.00
3300.00, CMB_to_KBJ_001_1, 27.61, 21.31, 138.00
3300.00, CMB_to_KBJ_001_2, 28.76, 22.90, 107.00
3300.00, CMB_to_KBJ_001_3, 16.45, 16.45, 107.00
3300.00, CMB_to_KBJ_001_4, 7.70, 7.70, 84.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3300.00, MRT_to_KB_001.37_2, 34.16, 34.16, 71.00
3300.00, MRT_to_KB_001.37_3, 31.46, 31.46, 77.00
3300.00, MRT_to_KB_001.37_4, 32.46, 32.46, 72.00
3300.00, MRT_to_KB_001.37_5, 12.95, 12.95, 8.00
3300.00, P_to_KBJ_1, 7.25, 7.25, 15.00
3300.00, P_to_KBJ_2, 114.27, 102.87, 70.00
3600.00, :KB_to_MRT_001_0_1, 2.31, 2.31, 2.00
3600.00, :KB_to_MRT_001_0_2, 15.91, 13.41, 39.00
3600.00, CMB_to_KBJ_002_2, 0.00, 13.94, 0.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, KBJ_to_P_1, 115.34, 0.00, 2.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001_2, 27.47, 21.62, 42.00
3600.00, MRT_to_KB_001_3, 27.17, 21.47, 51.00
3600.00, MRT_to_KB_001.37_5, 29.06, 29.06, 62.00
3600.00, P_to_KBJ_1, 30.21, 30.21, 67.00
3600.00, P_to_KBJ_2, 22.90, 24.12, 12.00
3900.00, CMB_to_KBJ_001_1, 6.90, 6.90, 32.00
3900.00, KBJ_to_CMB_002_1, 0.00, 33.25, 0.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_5, 30.66, 30.66, 136.00
3900.00, P_to_KBJ_1, 31.56, 31.56, 120.00
3900.00, P_to_KBJ_2, 87.47, 87.47, 75.00
4200.00, CMB_to_KBJ_001_1, 10.90, 10.90, 71.00
4200.00, CMB_to_KBJ_001_2, 22.65, 22.65, 56.00
4200.00, CMB_to_KBJ_001_3, 13.25, 13.25, 51.00
4200.00, CMB_to_KBJ_001_4, 10.90, 10.90, 45.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_001.37_2, 17.06, 17.06, 23.00
4200.00, MRT_to_KB_001.37_3, 19.85, 19.85, 24.00
4200.00, MRT_to_KB_001.37_4, 17.75, 22.36, 18.00
4200.00, P_to_KBJ_2, 130.23, 100.12, 137.00
4500.00, :J1_0_1, 8.34, 8.34, 14.00
4500.00, :J1_0_2, 22.19, 15.49, 24.00
4500.00, :J37_0_1, 6.77, 6.77, 23.00
4500.00, CMB_to_KBJ_001_1, 31.56, 19.56, 134.00
4500.00, CMB_to_KBJ_001_2, 26.51, 24.01, 115.00
4500.00, CMB_to_KBJ_001_3, 28.23, 20.00, 101.00
4500.00, CMB_to_KBJ_001_4, 28.31, 22.61, 88.00
4500.00, MRT_to_KB_001_3, 3.56, 3.56, 10.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
4500.00, MRT_to_KB_001.37_2, 44.11, 31.96, 80.00
4500.00, MRT_to_KB_001.37_3, 41.61, 35.31, 81.00
4500.00, MRT_to_KB_001.37_4, 44.96, 31.66, 85.00
4500.00, MRT_to_KB_001.37_5, 5.20, 5.20, 5.00
4500.00, P_to_KBJ_1, 3.55, 3.55, 14.00
4500.00, P_to_KBJ_2, 130.63, 104.47, 145.00
