data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
0.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
300.00, CMB_to_KBJ_001_1, 5.20, 5.20, 13.00
300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
300.00, MRT_to_KB_001.37_5, 10.75, 10.75, 69.00
300.00, P_to_KBJ_1, 17.00, 17.00, 79.00
300.00, P_to_KBJ_2, 14.95, 14.95, 44.00
600.00, CMB_to_KBJ_001_2, 11.30, 11.30, 38.00
600.00, CMB_to_KBJ_001_3, 5.20, 5.20, 39.00
600.00, CMB_to_KBJ_001_4, 5.20, 5.20, 4.00
600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
600.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
600.00, MRT_to_KB_001.37_2, 5.20, 5.20, 16.00
600.00, MRT_to_KB_001.37_3, 5.20, 5.20, 7.00
600.00, P_to_KBJ_2, 16.70, 16.70, 121.00
900.00, CMB_to_KBJ_001_1, 15.60, 15.60, 59.00
900.00, CMB_to_KBJ_001_2, 8.75, 8.75, 95.00
900.00, CMB_to_KBJ_001_3, 5.20, 5.20, 41.00
900.00, MRT_to_KB_001.37_1, 0.00, 15.16, 0.00
900.00, MRT_to_KB_001.37_2, 25.91, 25.91, 73.00
900.00, MRT_to_KB_001.37_3, 28.21, 28.21, 68.00
900.00, MRT_to_KB_001.37_4, 29.36, 29.36, 58.00
900.00, MRT_to_KB_001.37_5, 3.55, 3.55, 5.00
900.00, P_to_KBJ_1, 3.55, 3.55, 1.00
1200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
1200.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
1200.00, MRT_to_KB_001.37_5, 11.50, 11.50, 71.00
1200.00, P_to_KBJ_1, 8.85, 8.85, 79.00
1200.00, P_to_KBJ_2, 8.20, 8.20, 13.00
1500.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
1500.00, MRT_to_KB_001.37_5, 3.55, 3.55, 69.00
1500.00, P_to_KBJ_1, 9.30, 9.30, 62.00
1500.00, P_to_KBJ_2, 26.71, 26.71, 77.00
1800.00, CMB_to_KBJ_001_1, 8.20, 8.20, 113.00
1800.00, CMB_to_KBJ_001_2, 25.66, 22.31, 67.00
1800.00, CMB_to_KBJ_001_3, 20.85, 20.85, 66.00
1800.00, CMB_to_KBJ_001_4, 5.20, 5.20, 42.00
1800.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
1800.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
1800.00, MRT_to_KB_001.37_2, 22.76, 25.26, 31.00
1800.00, MRT_to_KB_001.37_3, 24.26, 24.26, 28.00
1800.00, MRT_to_KB_001.37_4, 21.91, 25.36, 28.00
1800.00, P_to_KBJ_2, 55.72, 55.72, 146.00
2100.00, :J37_0_1, 4.36, 4.36, 3.00
2100.00, CMB_to_KBJ_001_1, 27.11, 21.90, 179.00
2100.00, CMB_to_KBJ_001_2, 16.35, 16.35, 129.00
2100.00, CMB_to_KBJ_001_3, 10.20, 10.20, 98.00
2100.00, CMB_to_KBJ_001_4, 10.40, 10.40, 61.00
2100.00, MRT_to_KB_001_2, 14.01, 14.01, 11.00
2100.00, MRT_to_KB_001_3, 11.50, 11.50, 9.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2100.00, MRT_to_KB_001.37_2, 39.31, 33.46, 106.00
2100.00, MRT_to_KB_001.37_3, 40.41, 35.21, 105.00
2100.00, MRT_to_KB_001.37_4, 36.31, 31.11, 101.00
2100.00, MRT_to_KB_001.37_5, 24.76, 24.76, 60.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
2400.00, MRT_to_KB_001.37_5, 17.10, 17.10, 109.00
2400.00, P_to_KBJ_1, 22.25, 22.25, 98.00
2400.00, P_to_KBJ_2, 26.61, 26.61, 45.00
2700.00, CMB_to_KBJ_001_1, 5.20, 5.20, 49.00
2700.00, CMB_to_KBJ_001_2, 3.55, 3.55, 19.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.17, 0.00
2700.00, MRT_to_KB_001.37_5, 21.11, 21.11, 138.00
2700.00, P_to_KBJ_1, 25.26, 25.26, 128.00
2700.00, P_to_KBJ_2, 23.81, 23.81, 93.00
