data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
1800.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
1800.00, MRT_to_KB_001.37_5, 10.90, 10.90, 39.00
1800.00, P_to_KBJ_1, 16.55, 16.55, 83.00
1800.00, P_to_KBJ_2, 17.00, 17.00, 35.00
2100.00, CMB_to_KBJ_001_1, 13.80, 17.35, 86.00
2100.00, CMB_to_KBJ_001_2, 8.55, 8.55, 64.00
2100.00, CMB_to_KBJ_001_3, 5.20, 11.08, 64.00
2100.00, CMB_to_KBJ_001_4, 5.20, 5.20, 47.00
2100.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2100.00, MRT_to_KB_001.37_2, 26.86, 26.86, 59.00
2100.00, MRT_to_KB_001.37_3, 36.91, 33.56, 55.00
2100.00, MRT_to_KB_001.37_4, 34.16, 31.66, 46.00
2100.00, P_to_KBJ_2, 103.72, 98.02, 159.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
2400.00, MRT_to_KB_001.37_5, 17.50, 17.50, 92.00
2400.00, P_to_KBJ_1, 8.85, 8.85, 34.00
2400.00, P_to_KBJ_2, 52.21, 52.21, 56.00
2700.00, CMB_to_KBJ_001_1, 14.40, 14.40, 97.00
2700.00, CMB_to_KBJ_001_2, 10.90, 10.90, 51.00
2700.00, CMB_to_KBJ_001_3, 3.55, 3.55, 50.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2700.00, MRT_to_KB_001.37_2, 19.10, 24.82, 48.00
2700.00, MRT_to_KB_001.37_3, 17.20, 17.20, 45.00
2700.00, MRT_to_KB_001.37_4, 31.11, 31.11, 37.00
2700.00, P_to_KBJ_2, 78.72, 78.72, 152.00
3000.00, :KB_Junction_2_0, 2.87, 2.87, 12.00
3000.00, CMB_to_KBJ_001_1, 11.05, 11.05, 12.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3000.00, MRT_to_KB_001.37_5, 8.55, 8.55, 13.00
3000.00, P_to_KBJ_1, 3.55, 3.55, 10.00
3000.00, P_to_KBJ_2, 62.41, 62.41, 47.00
3300.00, CMB_to_KBJ_001_1, 21.65, 21.65, 69.00
3300.00, CMB_to_KBJ_001_2, 10.90, 10.90, 58.00
3300.00, CMB_to_KBJ_001_3, 5.20, 5.20, 3.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_2, 26.40, 26.40, 32.00
3300.00, MRT_to_KB_001.37_3, 22.46, 22.46, 27.00
3300.00, MRT_to_KB_001.37_4, 31.26, 31.26, 27.00
3300.00, P_to_KBJ_1, 129.50, 0.00, 42.00
3300.00, P_to_KBJ_2, 130.78, 100.32, 143.00
3600.00, CMB_to_KBJ_001_1, 7.70, 7.70, 8.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
3600.00, MRT_to_KB_001.37_5, 11.05, 14.42, 22.00
3600.00, P_to_KBJ_1, 102.22, 98.87, 50.00
3600.00, P_to_KBJ_2, 104.72, 97.69, 37.00
3900.00, CMB_to_KBJ_001_1, 20.81, 20.81, 95.00
3900.00, CMB_to_KBJ_001_2, 10.20, 10.20, 16.00
3900.00, CMB_to_KBJ_001_3, 5.20, 12.72, 46.00
3900.00, CMB_to_KBJ_001_4, 6.05, 6.05, 27.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3900.00, MRT_to_KB_001.37_2, 24.00, 24.00, 26.00
3900.00, MRT_to_KB_001.37_3, 22.00, 22.00, 27.00
3900.00, MRT_to_KB_001.37_4, 39.06, 27.71, 17.00
3900.00, P_to_KBJ_1, 131.21, 103.48, 88.00
3900.00, P_to_KBJ_2, 131.09, 99.34, 133.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.56, 0.00
4200.00, MRT_to_KB_003_1, 32.52, 0.00, 33.00
4200.00, MRT_to_KB_003_2, 0.00, 5.70, 0.00
4200.00, P_to_KBJ_1, 130.66, 35.15, 15.00
4200.00, P_to_KBJ_2, 85.37, 85.37, 24.00
4500.00, CMB_to_KBJ_001_1, 10.60, 10.60, 34.00
4500.00, CMB_to_KBJ_001_2, 15.10, 15.10, 40.00
4500.00, CMB_to_KBJ_001_3, 3.00, 3.00, 16.00
4500.00, CMB_to_KBJ_001_4, 3.55, 3.55, 5.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.18, 0.00
4500.00, MRT_to_KB_001.37_2, 15.35, 15.35, 15.00
4500.00, MRT_to_KB_001.37_3, 12.00, 12.00, 21.00
4500.00, MRT_to_KB_001.37_4, 12.60, 12.60, 19.00
4500.00, P_to_KBJ_1, 131.29, 65.22, 105.00
4500.00, P_to_KBJ_2, 130.88, 101.22, 121.00
4800.00, P_to_KBJ_1, 9.25, 9.25, 7.00
4800.00, P_to_KBJ_2, 71.93, 79.18, 19.00
5100.00, P_to_KBJ_1, 129.47, 73.97, 72.00
5100.00, P_to_KBJ_2, 131.92, 100.92, 119.00
5400.00, P_to_KBJ_1, 3.00, 3.00, 12.00
5400.00, P_to_KBJ_2, 45.86, 51.64, 15.00
